City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
534,Felipe Carrillo Puerto,MX,75.36,overcast clouds,19.5833,-88.05,
535,Manta,EC,73.18,overcast clouds,-0.95,-80.7333,
536,Bonavista,CA,42.12,overcast clouds,48.6499,-53.1147,
537,Galle,LK,79.45,light rain,6.0367,80.217,
538,Damghan,IR,45.27,overcast clouds,36.1683,54.348,
541,Takoradi,GH,79.18,light rain,4.8845,-1.7554,
542,Salinas,US,77.0,overcast clouds,36.6777,-121.6555,
543,Llanes,ES,54.9,overcast clouds,43.4198,-4.7549,
544,Yeppoon,AU,76.78,clear sky,-23.1333,150.7333,
546,Hammerfest,NO,41.45,scattered clouds,70.6634,23.6821,
547,Hasaki,JP,52.29,overcast clouds,35.7333,140.8333,
548,Natitingou,BJ,80.46,overcast clouds,10.3042,1.3796,
549,Mayo,US,47.3,clear sky,38.8876,-76.5119,
552,Lasa,IT,41.36,overcast clouds,46.6166,10.7002,
553,Porto Belo,BR,70.07,broken clouds,-27.1578,-48.5531,
554,The Valley,AI,82.09,clear sky,18.217,-63.0578,
556,Andros Town,BS,77.18,overcast clouds,24.7,-77.7667,
557,Bulungu,CD,70.11,few clouds,-4.55,18.6,
558,Inhambane,MZ,73.47,few clouds,-23.865,35.3833,
559,Shache,CN,36.27,clear sky,38.4167,77.2406,
560,Karratha,AU,78.1,broken clouds,-20.7377,116.8463,
561,Praya,CV,75.74,scattered clouds,14.9215,-23.5087,
562,Townsville,AU,74.28,light intensity shower rain,-19.25,146.8,
564,Valparaiso,CL,73.04,clear sky,-33.0393,-71.6273,
566,Daru,PG,80.96,overcast clouds,-9.0763,143.2092,
567,Iralaya,HN,79.84,overcast clouds,15.0,-83.2333,
568,Kadoma,JP,53.38,broken clouds,34.7333,135.5833,
570,Luau,AO,64.15,light rain,-10.7073,22.2247,
571,Kununurra,AU,69.78,overcast clouds,-15.7667,128.7333,
572,Nizwa,OM,67.5,scattered clouds,22.9333,57.5333,
574,Santander,ES,54.3,broken clouds,43.4647,-3.8044,
575,Voyinka,UA,41.0,clear sky,45.8699,33.9914,
580,Fertoszentmiklos,HU,45.88,few clouds,47.59,16.8752,
581,Zlobin,HR,45.7,clear sky,45.2924,14.6541,
582,Agadir,MA,63.05,clear sky,30.4202,-9.5982,
585,Norrtalje,SE,42.03,broken clouds,59.758,18.705,
587,Kollam,IN,76.87,light rain,8.8833,76.6,
588,Warnes,BO,76.75,overcast clouds,-17.5,-63.1667,
590,Dicabisagan,PH,77.97,moderate rain,17.0818,122.4157,
591,Constitucion,CL,58.64,clear sky,-35.3333,-72.4167,
592,Mazagao,BR,80.01,overcast clouds,-0.115,-51.2894,
593,Saint-Francois,FR,45.48,overcast clouds,46.4154,3.9054,
594,Matara,LK,78.06,overcast clouds,5.9485,80.5353,
595,Sal Rei,CV,75.76,overcast clouds,16.1833,-22.9167,
597,Dalby,AU,69.33,overcast clouds,-27.1833,151.2667,
598,Ardesen,TR,58.96,light rain,41.1911,40.9875,
599,Yubari,JP,35.92,scattered clouds,43.0378,141.9578,
600,Raudeberg,NO,48.87,overcast clouds,61.9875,5.1352,
601,Bull Savanna,JM,78.85,moderate rain,17.8868,-77.5902,
603,Puerto Madryn,AR,53.89,broken clouds,-42.7692,-65.0385,
605,Eyl,SO,76.32,overcast clouds,7.9803,49.8164,
606,Merrill,US,33.98,clear sky,45.1805,-89.6835,
607,Galveston,US,82.51,clear sky,29.3669,-94.9669,
608,Shimoda,JP,58.98,clear sky,34.6667,138.95,
609,Dondo,MZ,71.69,clear sky,-19.6094,34.7431,
611,Laguna,US,76.64,mist,38.421,-121.4238,
612,Port Hedland,AU,71.65,overcast clouds,-20.3167,118.5667,
613,Plover,US,36.45,clear sky,44.4564,-89.544,
614,Axim,GH,78.8,moderate rain,4.8699,-2.2405,
615,Apodi,BR,81.68,broken clouds,-5.6642,-37.7989,
616,Cap Malheureux,MU,73.89,broken clouds,-19.9842,57.6142,
617,Nioro,GM,78.69,overcast clouds,13.35,-15.75,
618,Kutum,SD,68.52,clear sky,14.2,24.6667,
620,Abu Samrah,SY,59.95,broken clouds,35.3029,37.1841,
622,Winnemucca,US,64.45,clear sky,40.973,-117.7357,
623,Ibra,OM,68.22,scattered clouds,22.6906,58.5334,
624,Elizabeth City,US,52.02,clear sky,36.2946,-76.2511,
625,Kawalu,ID,71.51,overcast clouds,-7.3817,108.2082,
626,Grindavik,IS,36.07,light rain,63.8424,-22.4338,
627,Gorontalo,ID,75.4,moderate rain,0.5412,123.0595,
629,Barra,BR,73.81,overcast clouds,-11.0894,-43.1417,
631,Nemuro,JP,37.99,clear sky,43.3236,145.575,
632,Lyubech,UA,33.06,few clouds,51.7026,30.6569,
633,Iquique,CL,66.24,broken clouds,-20.2208,-70.1431,
634,Josefina,PH,70.36,overcast clouds,8.2,123.5333,
635,Ozoir-La-Ferriere,FR,44.38,mist,48.767,2.6687,
636,Dhamtari,IN,71.53,broken clouds,20.7072,81.5497,
638,Fernley,US,73.51,overcast clouds,39.608,-119.2518,
639,Grass Valley,US,69.53,clear sky,39.2191,-121.0611,
640,Volterra,IT,55.51,overcast clouds,43.4003,10.86,
641,Denpasar,ID,76.71,overcast clouds,-8.65,115.2167,
642,Tsuruoka,JP,50.14,overcast clouds,38.7217,139.8217,
643,San Rafael,AR,69.44,clear sky,-34.6177,-68.3301,
644,Ocampo,MX,63.95,few clouds,21.65,-101.5,
645,Cegrane,MK,43.36,overcast clouds,41.8389,20.9758,
646,Loiza,PR,82.36,few clouds,18.4313,-65.8802,
648,Buchanan,LR,79.47,overcast clouds,5.8808,-10.0467,
649,Filadelfia,US,47.14,scattered clouds,39.9523,-75.1638,
650,Tiznit,MA,55.13,clear sky,29.5833,-9.5,
652,Kallifitos,GR,51.91,overcast clouds,41.1667,24.2167,
653,Alyangula,AU,84.78,overcast clouds,-13.8483,136.4192,
654,Lingao,CN,72.9,overcast clouds,19.9103,109.6859,
655,Tinca,RO,37.51,scattered clouds,46.7749,21.9316,
656,Sorong,ID,77.77,overcast clouds,-0.8833,131.25,
657,Pangai,TO,82.51,few clouds,-19.8,-174.35,
658,Sampit,ID,73.0,overcast clouds,-2.5333,112.95,
659,San Pedro,PH,82.15,overcast clouds,14.35,121.0167,
660,Nhulunbuy,AU,83.01,scattered clouds,-12.2333,136.7667,
661,Margate,GB,51.69,overcast clouds,51.3813,1.3862,
662,Betioky,MG,69.93,clear sky,-23.7167,44.3833,
663,Mackenzie,CA,30.42,light snow,55.2999,-123.1698,
664,Gien,FR,44.51,overcast clouds,47.6933,2.6309,
665,Tacuarembo,UY,77.18,overcast clouds,-31.7333,-55.9833,
666,Acapulco,MX,83.1,few clouds,16.8634,-99.8901,
667,Kitimat,CA,40.91,light rain,54.0524,-128.6534,
668,Karlshamn,SE,43.29,overcast clouds,56.1706,14.8619,
669,Manggar,ID,78.53,overcast clouds,-2.8833,108.2667,
670,Nueva Loja,EC,82.17,broken clouds,0.0847,-76.8828,
674,Sibu,MY,75.51,scattered clouds,2.3,111.8167,
675,Maun,BW,80.73,broken clouds,-19.9833,23.4167,
676,Kieta,PG,83.19,overcast clouds,-6.2167,155.6333,
677,Rafai,CF,68.7,overcast clouds,4.95,23.9167,
678,Heze,CN,43.63,clear sky,35.2431,115.4411,
679,Melsomvik,NO,47.21,drizzle,59.2239,10.3447,
680,Melilla,ES,59.38,clear sky,35.2937,-2.9383,
681,Rockland,US,46.72,scattered clouds,41.1668,-74.0496,
682,Kampong Thum,KH,72.39,broken clouds,12.7111,104.8887,
685,Santa Cruz,BO,73.45,broken clouds,-17.8,-63.1667,
686,Dwarka,IN,77.09,overcast clouds,22.2394,68.9678,
688,Ushtobe,KZ,34.65,overcast clouds,45.2514,77.9838,
689,Neuquen,AR,64.29,scattered clouds,-38.9516,-68.0591,
